   20,   20
  255(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(  30,   0),  255(   0,   0),
  255(   0,   0),  255(   0,   0),  255(  31,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(  31,   0),    0(   0,   0),
  255(   0,   0),  255(   0,   0),    0(   0,   0),  255(  31,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(  30,   0),  255(   0,   0),
  255(   0,   0),  255(   0,   0),  255(   0,   0),    0(   0,   0),  255(  31,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(  31,   0),    0(   0,   0),
  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),    0(   0,   0),  255(  31,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(  30,   0),  255(   0,   0),
  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),    0(   0,   0),  255(  31,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(  30,   0),  255(   0,   0),    0(   0,   0),
  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),    0(   0,   0),  255(  31,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(  30,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),
  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),    0(   0,   0),  255(  31,   0),    0(  30,   0),  255(  31,   0),    0(  30,   0),  255(  31,   0),    0(  30,   0),  255(  31,   0),    0(  30,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),  255(   0,   0),
  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),
  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),    0(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),  255(   0,   0),
